IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.75.163,8443,0,true,SIN,Asia Pacific,Singapore,85,3.53
47.243.35.200,2053,443,true,HKG,Asia Pacific,Hong Kong,46,1.76
47.83.13.99,443,443,true,HKG,Asia Pacific,Hong Kong,43,1.73
47.74.91.29,8443,443,true,SYD,Oceania,Sydney,212,1.71
47.238.198.21,443,443,true,HKG,Asia Pacific,Hong Kong,42,1.65
8.211.2.2,8443,0,true,FRA,Europe,Frankfurt,274,1.49
47.238.36.250,80,0,true,SIN,Asia Pacific,Singapore,46,1.41
47.74.90.87,8443,443,true,SYD,Oceania,Sydney,204,1.19
47.236.197.190,8443,0,true,SIN,Asia Pacific,Singapore,87,1.03
47.238.52.160,80,443,true,SIN,Asia Pacific,Singapore,52,1.01
47.76.254.36,80,0,true,SIN,Asia Pacific,Singapore,47,0.79
47.238.138.232,80,0,true,CGK,Asia Pacific,Jakarta,44,0.78
47.238.44.224,80,0,true,SIN,Asia Pacific,Singapore,40,0.66
47.76.245.164,80,443,true,SIN,Asia Pacific,Singapore,51,0.65
47.236.181.185,8443,0,true,SIN,Asia Pacific,Singapore,89,0.63
47.90.141.204,80,80,false,LAX,North America,Los Angeles,337,0.61
47.236.113.184,443,0,true,SIN,Asia Pacific,Singapore,87,0.55
8.211.195.135,8443,443,true,LHR,Europe,London,273,0.49
8.209.119.190,80,80,false,SJC,North America,San Jose,255,0.36
47.238.36.145,80,443,true,SIN,Asia Pacific,Singapore,46,0.36
47.89.156.48,80,0,false,IAD,North America,Ashburn,333,0.32
47.57.233.126,443,0,true,SJC,North America,San Jose,46,0.31
8.211.54.130,443,0,true,FRA,Europe,Frankfurt,273,0.28
8.212.41.98,8080,0,false,SJC,North America,San Jose,46,0.14
47.90.141.204,443,0,true,LAX,North America,Los Angeles,245,0.10
47.251.54.234,8443,0,true,SJC,North America,San Jose,190,0.08
149.129.8.215,80,80,false,SJC,North America,San Jose,223,0.07
47.57.233.126,80,80,false,SJC,North America,San Jose,46,0.05
8.218.148.106,443,443,true,HKG,Asia Pacific,Hong Kong,46,0.01
47.57.14.118,80,0,false,SJC,North America,San Jose,52,0.00
