IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.251.54.234,8443,0,true,SJC,North America,San Jose,184,1.87
47.245.142.16,8443,0,true,FRA,Europe,Frankfurt,250,0.80
8.211.2.2,8443,443,true,FRA,Europe,Frankfurt,250,0.57
47.236.181.185,8443,0,true,SIN,Asia Pacific,Singapore,65,0.51
8.208.11.119,8443,443,true,LHR,Europe,London,245,0.47
8.211.195.135,8443,0,true,LHR,Europe,London,244,0.39
8.209.119.190,80,0,false,SJC,North America,San Jose,235,0.32
47.74.91.29,8443,0,true,SYD,Oceania,Sydney,278,0.31
8.223.2.222,80,0,false,SIN,Asia Pacific,Singapore,38,0.14
47.57.14.118,80,0,false,SJC,North America,San Jose,44,0.11
8.212.41.98,80,0,false,SIN,Asia Pacific,Singapore,43,0.09
149.129.8.215,80,0,false,SJC,North America,San Jose,239,0.06
8.219.77.141,80,80,false,SJC,North America,San Jose,78,0.03
47.253.130.14,8443,443,true,IAD,North America,Ashburn,338,0.01
8.212.41.98,8080,0,false,SJC,North America,San Jose,41,0.00
